feature,source,transformation,lookback,information_cutoff,target_dependency,future_dependency,status,reason
cyclone_active_count,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_max_wind,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_min_pressure,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_port_exposure,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_num_exposed_ports,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_landfall_any,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_active,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_active_sum_7d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_max_wind_7d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_exposure_sum_7d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_active_sum_14d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_max_wind_14d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_exposure_sum_14d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_active_sum_30d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_max_wind_30d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
cyclone_exposure_sum_30d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_dha_temp_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_dha_temp_mean,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_dha_precip_mm,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_dha_wind_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_dha_gust_max,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_dha_wx_code,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_gan_temp_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_gan_temp_mean,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_gan_precip_mm,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_gan_wind_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_gan_gust_max,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_gan_wx_code,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_hal_temp_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_hal_temp_mean,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_hal_precip_mm,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_hal_wind_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_hal_gust_max,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_hal_wx_code,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_par_temp_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_par_temp_mean,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_par_precip_mm,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_par_wind_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_par_gust_max,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_par_wx_code,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_viz_temp_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_viz_temp_mean,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_viz_precip_mm,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_viz_wind_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_viz_gust_max,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_viz_wx_code,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_all_wind_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_all_wind_mean,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_all_gust_max,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_all_precip_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_all_precip_mean,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_all_precip_sum,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_all_temp_max,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_all_temp_mean,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_high_wind_indicator,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_heavy_precip_indicator,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_adverse_indicator,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_hal_high_wind,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_hal_heavy_precip,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_par_high_wind,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_par_heavy_precip,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_dha_high_wind,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_dha_heavy_precip,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_viz_high_wind,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_viz_heavy_precip,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_gan_high_wind,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_gan_heavy_precip,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_ports_high_wind_count,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_ports_heavy_precip_count,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_wind_max_3d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_precip_max_3d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_precip_mean_3d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_adverse_sum_3d,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_wind_max_7d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_precip_max_7d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_precip_mean_7d,Port Weather / Environmental,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
wx_adverse_sum_7d,Macro Indicator / Derived,Direct/Lag/Rolling,Historical,<= t,No,No,VERIFIED,Clean historical feature computed strictly at or before t
