window,train_start,train_end,validation_start,validation_end,target,horizon,model,transform,feature_set,MAE,RMSE,sMAPE,R2,directional_accuracy,UP_count,DOWN_count,UP_recall,DOWN_recall,always_up_accuracy,always_down_accuracy,N
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,7d,Neural_Net,abs_change,full,3927.26,33930.25,9.52,-19.7541,61.4%,89,152,47.2%,69.7%,36.9%,63.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,7d,Ridge_Residual_Hybrid,abs_change,full,1942.68,12465.72,6.77,-1.8013,80.5%,89,152,88.8%,75.7%,36.9%,63.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,7d,Validation_Weighted_Ensemble,abs_change,full,1000.81,1450.28,5.03,0.9621,96.3%,89,152,100.0%,94.1%,36.9%,63.1%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,14d,Persistence,level,none,2959.63,3731.2,14.67,0.7685,N/A,71,170,N/A,N/A,29.5%,70.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,14d,Naive_Mean_Change,abs_change,none,3023.72,3764.97,15.09,0.7643,29.5%,71,170,100.0%,0.0%,29.5%,70.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,14d,Ridge,abs_change,full,3443.59,23170.74,10.71,-7.9282,85.1%,71,170,84.5%,85.3%,29.5%,70.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,14d,XGBoost,abs_change,full,1781.13,2639.39,8.58,0.8842,95.0%,71,170,98.6%,93.5%,29.5%,70.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,14d,Neural_Net,abs_change,full,5713.52,45952.23,15.76,-34.1155,64.7%,71,170,59.2%,67.1%,29.5%,70.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,14d,Ridge_Residual_Hybrid,abs_change,full,3419.83,23233.98,11.13,-7.977,80.9%,71,170,93.0%,75.9%,29.5%,70.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,14d,Validation_Weighted_Ensemble,abs_change,full,1749.26,2583.05,8.48,0.889,95.0%,71,170,98.6%,93.5%,29.5%,70.5%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,30d,Persistence,level,none,4653.98,5846.43,24.33,0.5098,N/A,56,185,N/A,N/A,23.2%,76.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,30d,Naive_Mean_Change,abs_change,none,4832.97,5941.12,25.41,0.4938,23.2%,56,185,100.0%,0.0%,23.2%,76.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,30d,Ridge,abs_change,full,4445.33,23875.93,16.01,-7.1755,88.0%,56,185,69.6%,93.5%,23.2%,76.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,30d,XGBoost,abs_change,full,3540.84,4728.79,18.22,0.6793,94.2%,56,185,100.0%,92.4%,23.2%,76.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,30d,Neural_Net,abs_change,full,8575.26,71750.53,21.77,-72.8314,79.3%,56,185,44.6%,89.7%,23.2%,76.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,30d,Ridge_Residual_Hybrid,abs_change,full,4486.7,23910.9,15.98,-7.1994,88.4%,56,185,71.4%,93.5%,23.2%,76.8%,241
Window_2,2016-01-04,2021-12-24,2022-01-03,2022-12-23,handy,30d,Validation_Weighted_Ensemble,abs_change,full,3481.39,4686.91,17.85,0.685,94.2%,56,185,100.0%,92.4%,23.2%,76.8%,241
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,1d,Persistence,level,none,339.18,503.04,2.32,0.9843,N/A,122,118,N/A,N/A,50.8%,49.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,1d,Naive_Mean_Change,abs_change,none,339.1,502.77,2.32,0.9844,50.8%,122,118,100.0%,0.0%,50.8%,49.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,1d,Ridge,abs_change,full,219.94,356.13,1.51,0.9921,96.2%,122,118,95.1%,97.5%,50.8%,49.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,1d,XGBoost,abs_change,full,198.35,298.72,1.38,0.9945,100.0%,122,118,100.0%,100.0%,50.8%,49.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,1d,Neural_Net,abs_change,full,385.33,551.08,2.81,0.9812,75.8%,122,118,69.7%,82.2%,50.8%,49.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,1d,Ridge_Residual_Hybrid,abs_change,full,237.32,341.82,1.68,0.9928,98.3%,122,118,98.4%,98.3%,50.8%,49.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,1d,Validation_Weighted_Ensemble,abs_change,full,196.94,298.86,1.37,0.9945,100.0%,122,118,100.0%,100.0%,50.8%,49.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,7d,Persistence,level,none,1606.28,2266.29,11.08,0.6907,N/A,127,113,N/A,N/A,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,7d,Naive_Mean_Change,abs_change,none,1604.64,2263.75,11.06,0.6914,52.9%,127,113,100.0%,0.0%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,7d,Ridge,abs_change,full,833.91,1404.29,5.55,0.8812,90.8%,127,113,89.0%,92.9%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,7d,XGBoost,abs_change,full,765.52,1318.94,5.3,0.8952,100.0%,127,113,100.0%,100.0%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,7d,Neural_Net,abs_change,full,1415.0,2021.24,9.85,0.754,76.2%,127,113,72.4%,80.5%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,7d,Ridge_Residual_Hybrid,abs_change,full,821.36,1386.03,5.49,0.8843,92.9%,127,113,91.3%,94.7%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,7d,Validation_Weighted_Ensemble,abs_change,full,717.64,1302.9,4.9,0.8978,99.2%,127,113,99.2%,99.1%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,14d,Persistence,level,none,2686.49,3626.02,18.31,0.181,N/A,119,121,N/A,N/A,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,14d,Naive_Mean_Change,abs_change,none,2686.97,3621.29,18.29,0.1832,49.6%,119,121,100.0%,0.0%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,14d,Ridge,abs_change,full,1288.27,1879.17,8.61,0.78,94.2%,119,121,95.8%,92.6%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,14d,XGBoost,abs_change,full,1475.54,1992.75,10.27,0.7526,100.0%,119,121,100.0%,100.0%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,14d,Neural_Net,abs_change,full,2039.38,2696.09,14.12,0.5472,80.8%,119,121,90.8%,71.1%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,14d,Ridge_Residual_Hybrid,abs_change,full,1226.17,1786.29,8.23,0.8012,96.7%,119,121,100.0%,93.4%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,14d,Validation_Weighted_Ensemble,abs_change,full,1213.15,1763.77,8.16,0.8062,96.7%,119,121,100.0%,93.4%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,30d,Persistence,level,none,3599.1,4663.19,24.63,-0.6288,N/A,131,109,N/A,N/A,54.6%,45.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,30d,Naive_Mean_Change,abs_change,none,3591.3,4647.44,24.48,-0.6178,54.6%,131,109,100.0%,0.0%,54.6%,45.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,30d,Ridge,abs_change,full,2048.48,2698.83,14.16,0.4544,88.3%,131,109,90.1%,86.2%,54.6%,45.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,30d,XGBoost,abs_change,full,1973.82,2448.29,13.43,0.551,100.0%,131,109,100.0%,100.0%,54.6%,45.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,30d,Neural_Net,abs_change,full,2680.65,3527.7,18.67,0.0678,71.7%,131,109,78.6%,63.3%,54.6%,45.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,30d,Ridge_Residual_Hybrid,abs_change,full,2033.84,2604.07,14.02,0.4921,88.8%,131,109,93.9%,82.6%,54.6%,45.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,kdci,30d,Validation_Weighted_Ensemble,abs_change,full,1804.67,2192.88,12.34,0.6398,98.8%,131,109,100.0%,97.2%,54.6%,45.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,1d,Persistence,level,none,886.13,1353.16,4.84,0.9713,N/A,114,126,N/A,N/A,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,1d,Naive_Mean_Change,abs_change,none,886.5,1352.83,4.84,0.9713,47.5%,114,126,100.0%,0.0%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,1d,Ridge,abs_change,full,607.92,997.25,3.35,0.9844,91.7%,114,126,87.7%,95.2%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,1d,XGBoost,abs_change,full,569.15,911.72,3.01,0.987,99.2%,114,126,98.2%,100.0%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,1d,Neural_Net,abs_change,full,784.14,1121.51,5.02,0.9803,77.9%,114,126,79.8%,76.2%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,1d,Ridge_Residual_Hybrid,abs_change,full,765.26,1028.05,4.74,0.9834,98.3%,114,126,96.5%,100.0%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,1d,Validation_Weighted_Ensemble,abs_change,full,582.22,911.93,3.17,0.987,99.2%,114,126,98.2%,100.0%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,7d,Persistence,level,none,3658.99,5335.44,20.52,0.5668,N/A,118,122,N/A,N/A,49.2%,50.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,7d,Naive_Mean_Change,abs_change,none,3659.24,5334.19,20.51,0.567,49.2%,118,122,100.0%,0.0%,49.2%,50.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,7d,Ridge,abs_change,full,2260.13,3929.0,13.02,0.7651,87.1%,118,122,85.6%,88.5%,49.2%,50.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,7d,XGBoost,abs_change,full,2004.08,3599.82,11.07,0.8028,98.3%,118,122,99.2%,97.5%,49.2%,50.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,7d,Neural_Net,abs_change,full,3187.28,4512.32,19.39,0.6902,74.2%,118,122,70.3%,77.9%,49.2%,50.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,7d,Ridge_Residual_Hybrid,abs_change,full,2271.81,3939.15,13.48,0.7639,91.7%,118,122,87.3%,95.9%,49.2%,50.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,7d,Validation_Weighted_Ensemble,abs_change,full,2008.15,3611.98,11.22,0.8015,95.4%,118,122,96.6%,94.3%,49.2%,50.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,14d,Persistence,level,none,5801.14,7884.62,31.81,0.0326,N/A,123,117,N/A,N/A,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,14d,Naive_Mean_Change,abs_change,none,5799.99,7879.85,31.76,0.0338,51.2%,123,117,100.0%,0.0%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,14d,Ridge,abs_change,full,3340.94,5044.8,18.11,0.604,91.2%,123,117,87.8%,94.9%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,14d,XGBoost,abs_change,full,3120.78,4522.08,17.15,0.6818,99.2%,123,117,100.0%,98.3%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,14d,Neural_Net,abs_change,full,3928.79,5396.35,22.48,0.5468,84.6%,123,117,92.7%,76.1%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,14d,Ridge_Residual_Hybrid,abs_change,full,3281.52,4931.33,18.04,0.6216,94.6%,123,117,92.7%,96.6%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,14d,Validation_Weighted_Ensemble,abs_change,full,2950.84,4391.38,15.89,0.6999,98.8%,123,117,100.0%,97.4%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,30d,Persistence,level,none,6897.72,9384.28,37.21,-0.6623,N/A,129,111,N/A,N/A,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,30d,Naive_Mean_Change,abs_change,none,6891.04,9366.82,37.05,-0.6561,53.8%,129,111,100.0%,0.0%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,30d,Ridge,abs_change,full,4478.98,6182.08,24.91,0.2786,78.8%,129,111,80.6%,76.6%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,30d,XGBoost,abs_change,full,4095.94,5451.91,21.81,0.439,100.0%,129,111,100.0%,100.0%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,30d,Neural_Net,abs_change,full,5601.86,7520.74,30.92,-0.0676,70.0%,129,111,78.3%,60.4%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,30d,Ridge_Residual_Hybrid,abs_change,full,4255.01,5804.76,23.53,0.364,86.7%,129,111,86.8%,86.5%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,cape,30d,Validation_Weighted_Ensemble,abs_change,full,3978.55,5252.3,21.34,0.4793,95.4%,129,111,97.7%,92.8%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,1d,Persistence,level,none,237.02,334.56,1.81,0.9878,N/A,114,126,N/A,N/A,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,1d,Naive_Mean_Change,abs_change,none,237.35,334.37,1.82,0.9879,47.5%,114,126,100.0%,0.0%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,1d,Ridge,abs_change,full,157.27,223.86,1.23,0.9946,92.5%,114,126,99.1%,86.5%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,1d,XGBoost,abs_change,full,147.76,225.06,1.13,0.9945,100.0%,114,126,100.0%,100.0%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,1d,Neural_Net,abs_change,full,256.07,353.61,2.0,0.9864,75.4%,114,126,92.1%,60.3%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,1d,Ridge_Residual_Hybrid,abs_change,full,174.16,226.38,1.37,0.9944,95.4%,114,126,100.0%,91.3%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,1d,Validation_Weighted_Ensemble,abs_change,full,151.84,209.89,1.18,0.9952,97.5%,114,126,100.0%,95.2%,47.5%,52.5%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,7d,Persistence,level,none,1285.68,1620.44,9.79,0.7168,N/A,119,121,N/A,N/A,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,7d,Naive_Mean_Change,abs_change,none,1286.02,1618.51,9.78,0.7175,49.6%,119,121,100.0%,0.0%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,7d,Ridge,abs_change,full,760.99,971.93,5.8,0.8981,86.7%,119,121,89.9%,83.5%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,7d,XGBoost,abs_change,full,959.08,1240.53,7.14,0.834,100.0%,119,121,100.0%,100.0%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,7d,Neural_Net,abs_change,full,1087.27,1415.03,8.3,0.784,83.3%,119,121,84.0%,82.6%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,7d,Ridge_Residual_Hybrid,abs_change,full,754.61,945.97,5.78,0.9035,94.6%,119,121,100.0%,89.3%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,7d,Validation_Weighted_Ensemble,abs_change,full,731.29,908.25,5.6,0.911,95.8%,119,121,100.0%,91.7%,49.6%,50.4%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,14d,Persistence,level,none,2034.26,2596.87,15.33,0.2412,N/A,117,123,N/A,N/A,48.8%,51.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,14d,Naive_Mean_Change,abs_change,none,2036.07,2592.81,15.31,0.2436,48.8%,117,123,100.0%,0.0%,48.8%,51.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,14d,Ridge,abs_change,full,1021.14,1285.01,7.6,0.8142,89.6%,117,123,91.5%,87.8%,48.8%,51.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,14d,XGBoost,abs_change,full,1200.76,1547.56,9.23,0.7305,98.8%,117,123,97.4%,100.0%,48.8%,51.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,14d,Neural_Net,abs_change,full,1489.14,1925.18,11.12,0.583,80.0%,117,123,90.6%,69.9%,48.8%,51.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,14d,Ridge_Residual_Hybrid,abs_change,full,932.4,1173.48,6.95,0.8451,94.6%,117,123,100.0%,89.4%,48.8%,51.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,14d,Validation_Weighted_Ensemble,abs_change,full,924.94,1160.69,6.9,0.8484,94.2%,117,123,99.1%,89.4%,48.8%,51.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,30d,Persistence,level,none,3177.35,3642.73,23.81,-0.6671,N/A,129,111,N/A,N/A,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,30d,Naive_Mean_Change,abs_change,none,3169.03,3627.47,23.65,-0.6532,53.8%,129,111,100.0%,0.0%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,30d,Ridge,abs_change,full,1321.58,1682.39,9.65,0.6444,92.1%,129,111,97.7%,85.6%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,30d,XGBoost,abs_change,full,1457.26,1720.64,11.14,0.628,100.0%,129,111,100.0%,100.0%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,30d,Neural_Net,abs_change,full,2302.52,2968.23,16.9,-0.1069,76.7%,129,111,79.1%,73.9%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,30d,Ridge_Residual_Hybrid,abs_change,full,1343.56,1675.69,9.65,0.6472,98.3%,129,111,100.0%,96.4%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,panamax,30d,Validation_Weighted_Ensemble,abs_change,full,1222.36,1498.49,8.96,0.7179,99.2%,129,111,100.0%,98.2%,53.8%,46.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,1d,Persistence,level,none,222.7,301.25,1.83,0.9888,N/A,108,132,N/A,N/A,45.0%,55.0%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,1d,Naive_Mean_Change,abs_change,none,223.12,301.02,1.83,0.9888,45.0%,108,132,100.0%,0.0%,45.0%,55.0%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,1d,Ridge,abs_change,full,160.28,230.91,1.31,0.9934,85.4%,108,132,83.3%,87.1%,45.0%,55.0%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,1d,XGBoost,abs_change,full,154.91,378.29,1.13,0.9823,98.8%,108,132,97.2%,100.0%,45.0%,55.0%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,1d,Neural_Net,abs_change,full,200.23,269.24,1.67,0.991,70.4%,108,132,74.1%,67.4%,45.0%,55.0%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,1d,Ridge_Residual_Hybrid,abs_change,full,145.81,211.98,1.2,0.9944,92.9%,108,132,89.8%,95.5%,45.0%,55.0%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,1d,Validation_Weighted_Ensemble,abs_change,full,139.22,201.51,1.14,0.995,95.0%,108,132,91.7%,97.7%,45.0%,55.0%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,7d,Persistence,level,none,1211.2,1539.05,9.82,0.7153,N/A,123,117,N/A,N/A,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,7d,Naive_Mean_Change,abs_change,none,1210.83,1537.13,9.81,0.716,51.2%,123,117,100.0%,0.0%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,7d,Ridge,abs_change,full,749.31,981.33,6.15,0.8842,85.0%,123,117,80.5%,89.7%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,7d,XGBoost,abs_change,full,760.17,930.15,6.23,0.896,98.8%,123,117,100.0%,97.4%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,7d,Neural_Net,abs_change,full,866.35,1122.48,6.97,0.8486,83.3%,123,117,84.6%,82.1%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,7d,Ridge_Residual_Hybrid,abs_change,full,713.55,945.31,5.89,0.8926,87.9%,123,117,82.9%,93.2%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,7d,Validation_Weighted_Ensemble,abs_change,full,606.56,767.68,4.99,0.9292,97.1%,123,117,100.0%,94.0%,51.2%,48.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,14d,Persistence,level,none,1859.85,2358.71,14.81,0.3129,N/A,111,128,N/A,N/A,46.2%,53.3%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,14d,Naive_Mean_Change,abs_change,none,1862.96,2354.21,14.82,0.3155,46.2%,111,128,100.0%,0.0%,46.2%,53.3%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,14d,Ridge,abs_change,full,1083.65,1411.78,8.99,0.7538,89.6%,111,128,86.5%,93.0%,46.2%,53.3%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,14d,XGBoost,abs_change,full,1166.56,1498.56,9.02,0.7227,97.1%,111,128,100.0%,95.3%,46.2%,53.3%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,14d,Neural_Net,abs_change,full,1460.44,1953.28,11.98,0.5288,74.2%,111,128,76.6%,72.7%,46.2%,53.3%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,14d,Ridge_Residual_Hybrid,abs_change,full,1056.98,1377.46,8.83,0.7657,91.7%,111,128,89.2%,94.5%,46.2%,53.3%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,14d,Validation_Weighted_Ensemble,abs_change,full,780.93,1037.49,6.26,0.8671,97.1%,111,128,99.1%,96.1%,46.2%,53.3%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,30d,Persistence,level,none,2853.8,3446.5,22.82,-0.6663,N/A,127,113,N/A,N/A,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,30d,Naive_Mean_Change,abs_change,none,2851.16,3433.26,22.73,-0.6535,52.9%,127,113,100.0%,0.0%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,30d,Ridge,abs_change,full,1877.27,2495.35,15.51,0.1265,86.7%,127,113,78.0%,96.5%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,30d,XGBoost,abs_change,full,3155.43,3831.5,21.21,-1.0594,99.6%,127,113,100.0%,99.1%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,30d,Neural_Net,abs_change,full,2250.01,2955.93,18.23,-0.2257,66.7%,127,113,61.4%,72.6%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,30d,Ridge_Residual_Hybrid,abs_change,full,1861.45,2403.52,15.43,0.1896,86.2%,127,113,79.5%,93.8%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,supramax,30d,Validation_Weighted_Ensemble,abs_change,full,1358.35,1625.21,10.76,0.6295,99.6%,127,113,100.0%,99.1%,52.9%,47.1%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,1d,Persistence,level,none,121.38,161.21,1.39,0.9853,N/A,110,130,N/A,N/A,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,1d,Naive_Mean_Change,abs_change,none,121.61,161.11,1.39,0.9853,45.8%,110,130,100.0%,0.0%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,1d,Ridge,abs_change,full,102.61,143.58,1.19,0.9883,83.8%,110,130,82.7%,84.6%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,1d,XGBoost,abs_change,full,101.08,130.61,1.18,0.9903,98.3%,110,130,96.4%,100.0%,45.8%,54.2%,240
